id,address,at_street,description,latitude,longitude,municipality,name,on_street
"2174",,"Bond Street",,"42.380377","-71.127371","Cambridge","Concord Ave @ Bond St","Concord Avenue"
"2451",,"Inman Street",,"42.373437","-71.100422","Cambridge","Hampshire St @ Cambridge St","Hampshire Street"
"9170099",,,,"42.26502","-71.019245","Quincy","Newport Ave @ Beale St",
"2575",,"Belknap Street",,"42.405069","-71.130239","Somerville","Broadway @ Garrison Ave","Broadway"
"3594",,"Governor Long Road",,"42.254243","-70.894635","Hingham","Otis St opp Governor Long Rd","Otis Street"
"1274",,"Corey Road",,"42.342394","-71.140567","Boston","Washington St @ Corey Rd","Washington Street"
"15002",,"Governors Avenue",,"42.418763","-71.111446","Medford","High St @ Bradlee Rd","High Street"
"16739",,"Summerset Court",,"42.46965","-70.991008","Lynn","Garfield Ave @ Castle Rising Ct","Garfield Avenue"
"node-harsq-sqhighstair-landing",,,"Harvard - Bottom of stairs between Harvard Square and landing",,,"Cambridge","Harvard",
"9276",,"Church Street",,"42.508058","-71.07102","Wakefield","Salem St @ Main St","Salem Street"
"1314",,"Jamaicaway Frontage Road",,"42.331737","-71.112844","Boston","Huntington Ave @ S Huntington Ave","Huntington Avenue"
"86963",,"Maple Street",,"42.367716","-71.237567","Waltham","Moody St @ Maple St","Moody Street"
"node-310-lobby",,,"Wellington - Top of escalator from Oak Grove platform to lobby",,,"Medford","Wellington",
"4741",,,,"42.446949","-70.964593","Lynn","Lynnway @ General Edwards Bridge","Lynnway"
"node-880-lobby",,,"Andrew - Top of inbound elevator",,,"Boston","Andrew",
"25051",,"Commandant's Way",,"42.391829","-71.047391","Chelsea","Captains Row @ Commandants Way","Captain's Row"
"9233",,"Franklin Street",,"42.466788","-71.061375","Melrose","Main St @ Green St","Main Street"
"3630",,"Southern Artery",,"42.248184","-70.982677","Quincy","Washington St @ Southern Artery","Washington Street"
"node-lbusstairs-lower",,,"Sullivan Square - Bottom of stairs for lower busway",,,"Boston","Sullivan Square",
"16683",,"Mayfair Street",,"42.490891","-70.958627","Lynn","Broadway @ Mayfair St","Broadway"
"2906",,"Ramp - Southbound Frontage Rd To Boston St",,"42.325805","-71.058965","Boston","Boston St opp Washburn St","Boston Street"
"6393",,"Albion Street",,"42.253865","-71.115552","Boston","Beacon St @ Albion St","Beacon Street"
"109830",,"Summit Avenue",,"42.384736","-70.978052","Winthrop","Revere St opp Summit Ave","Revere Street"
"node-330-entrance",,,"Quincy Center - Top of Escalator 330",,,"Quincy","Quincy Center",
"35618",,"Alandale Parkway",,"42.174579","-71.207834","Norwood","Washington St @ Alandale Pkwy","Washington Street"
"node-429-lobby",,,"Maverick - Bottom of escalator from Lewis Mall to lobby",,,"Boston","Maverick",
"84741",,"Spiers Road",,"42.292981","-71.181249","Newton","Fredette Rd @ Spiers Rd","Fredette Road"
"431",,"Withington Street",,"42.289347","-71.073001","Boston","355 Norfolk St opp Withington St","Norfolk Street"
"9070229",,,"Washington Square - Green Line Cleveland Circle Shuttle","42.339687","-71.135035","Brookline","Washington Square",
"2280",,"Wyman Street",,"42.41151","-71.14824","Arlington","Massachusetts Ave @ Wyman St","Massachusetts Avenue"
"14544",,,,"42.496068","-70.932234","Salem","Highland Ave opp Olde Village Dr","Highland Avenue"
"50618",,"Saint John Avenue",,"42.175705","-71.207087","Norwood","Washington St @ Saint John Ave","Washington Street"
"12829",,"City Square",,"42.371907","-71.060949","Boston","Chelsea St @ Warren St","Chelsea Street"
"16881",,"Ray Avenue",,"42.481971","-71.18724","Burlington","26 Cambridge St @ Cafe Escadrille","Cambridge Street"
"8818",,"Myrtle Street",,"42.369972","-71.191645","Watertown","Main St @ Waverley Ave","Main Street"
"5098","Washington St and E Berkeley St, Boston, MA","East Berkeley Street","Washington St @ E Berkeley St - Silver Line - Dudley","42.343809","-71.066075","Boston","Washington St @ E Berkeley St","Washington Street"
"6523",,"Dedham Parkway",,"42.254526","-71.143466","Boston","Alwin St @ Dedham Pkwy","Alwin Street"
"2586",,"Hancock Street",,"42.389739","-71.117202","Somerville","Elm St @ Porter Sq Shopping Ctr","Elm Street"
"2098",,"Mount Auburn Street",,"42.375483","-71.146112","Cambridge","Aberdeen Ave @ Mt Auburn St","Aberdeen Avenue"
"7112",,"Columbia Road",,"42.568373","-70.88937","Beverly","Opp 545 Cabot St","Cabot Street"
"26639",,,,"42.182774","-71.21488","Norwood","Walpole St @ Hillshire Ln","Walpole Street"
"6155",,"Ryan Place",,"42.482967","-70.911291","Swampscott","Essex St @ Ryan Pl","Essex Street"
"place-denrd","Beacon St and Dean Rd, Brookline, MA",,,"42.337807","-71.141853","Brookline","Dean Road",
"node-aport-bremenstairs-bridge",,,"Airport - Top of stairs on unpaid Bremen Street side",,,"Boston","Airport",
"node-712-bridge",,,"Orient Heights - Top of Elevator 712",,,"Boston","Orient Heights",
"6464",,"Florence Street",,"42.285141","-71.125969","Boston","Cummins Hwy @ Florence St","Cummins Highway"
"26626",,,,"42.161872","-71.238259","Walpole","Main St opp Chapman St","Main Street"
"door-chhil-parke",,,"Chestnut Hill - Parking Lot Access (East)","42.326909","-71.164347","Newton","Chestnut Hill - Parking Lot Access (East)",
"node-sstat-cr-lobby",,,"South Station - Commuter Rail concourse waiting area",,,"Boston","South Station",
"70232",,,"Tappan Street - Green Line - Park Street & North","42.338567","-71.13819","Brookline","Tappan Street",
"21",,"G Street",,"42.335407","-71.044392","Boston","E Broadway @ G St","East Broadway"
"1045",,"Kelley Court",,"42.362164","-71.141783","Boston","450 Western Ave","Western Avenue"
"9136",,"Ward Street",,"42.505319","-71.162461","Woburn","Elm St opp Ward St","Elm Street"
"9518",,"Linden Street",,"42.385011","-71.2167","Waltham","Beaver St @ Linden St","Beaver Street"
"node-418-lobby",,,"Courthouse - Bottom of escalator from lobby to Fan Pier Boulevard",,,"Boston","Courthouse",
"1474",,"Hancock Street",,"42.310208","-71.062685","Boston","Bowdoin St @ Winter St","Bowdoin Street"
"141",,,"Alewife - Busway","42.395582","-71.141686","Cambridge","Alewife",
"8597",,"Percy Road",,"42.441925","-71.216775","Lexington","Massachusetts Ave @ Percy Rd","Massachusetts Avenue"
"78625",,,,"42.398786","-71.211959","Waltham","380 Trapelo Rd","Trapelo Road"
"5563",,,,"42.40268","-71.06754","Everett","Santilli Circle","Santilli Circle Connector"
"39684",,"Morrison Street",,"42.222112","-70.995723","Braintree","Middle St @ Morrison St","Middle Street"
"node-wondl-footbridgeob",,,"Wonderland - Wonderland-bound platform end of pedestrian bridge",,,"Revere","Wonderland",
"1304",,"Coolidge Street",,"42.345707","-71.127662","Brookline","Harvard St @ Coolidge St","Harvard Street"
"6206",,"Katherine Lane",,"42.464681","-71.022868","Saugus","Main St @ Pierce Memorial Dr","Main Street"
"node-mvbcl-msqstair-entrance",,,"Maverick - Top of stairs between Maverick Square and lobby",,,"Boston","Maverick",
"26634",,"Gay Avenue",,"42.164144","-71.234488","Walpole","283 Main St","Main Street"
"11673",,"Wildwood Street",,"42.452997","-71.15795","Winchester","209 Cambridge St","Cambridge Street"
"2461",,"Pemberton Street",,"42.392609","-71.125474","Cambridge","Rindge Ave @ Massachusetts Ave","Rindge Avenue"
"10011",,,,"42.340162","-71.064227","Boston","Albany St @ Randolph St","Albany Street"
"5055",,"Tappan Street",,"42.414379","-71.056954","Everett","Hancock St @ Central Ave","Hancock Street"
"4293",,"Royalcrest Drive",,"42.189438","-71.057732","Randolph","969 N Main St","North Main Street"
"node-astao-443-lobby",,,"Assembly - Top of Escalator 443",,,"Somerville","Assembly",
"7534",,"Blue Hill Avenue",,"42.443003","-71.030131","Malden","Broadway @ Blue Hill Ave","Broadway"
"7206",,"Magnolia Avenue",,"42.487216","-70.9556","Lynn","Euclid Ave @ Magnolia Ave","Euclid Avenue"
"109831",,"Governors Drive",,"42.38248","-70.980365","Winthrop","Revere St @ Governors Dr","Revere Street"
"node-415-platform",,,"Courthouse - Bottom of escalator from outbound platform to lobby",,,"Boston","Courthouse",
"114895",,,,"42.263216","-70.859976","Hull","Hull Medical Center (FLAG)",
"3842",,"Main Street",,"42.244353","-70.9868","Quincy","South St @ Main St","South Street"
"45261",,,,"42.412646","-71.002861","Revere","133 - 135 American Legion Hwy","American Legion Highway"
"19208",,,,"42.440904","-71.06802","Melrose","Main St @ Pine Banks Park","Main Street"
"32628",,"Heaton Avenue",,"42.179418","-71.205344","Norwood","Washington St @ Oolah Ave","Washington Street"
"9217",,"Hamlet Place",,"42.431905","-71.067859","Malden","Main St @ Park Ave","Main Street"
"15100",,"Percival Street",,"42.308101","-71.064371","Boston","St Peters Sq @ Church","Church Street"
"3339",,"Centre Street",,"42.243279","-71.022767","Quincy","165 Copeland St","Copeland Street"
"14031",,"Fayette Street",,"42.373839","-71.102211","Cambridge","Cambridge St @ Fayette St","Cambridge Street"
"15990",,,,"42.491698","-71.100605","Stoneham","159 Main St opp Collincote St","Main Street"
"8591",,"Curve Street",,"42.431702","-71.207923","Lexington","Massachusetts Ave opp Independence Ave","Massachusetts Avenue"
"111791",,"Draper Street",,"42.172526","-71.139085","Canton","Washington St - Pleasant St to Chapman St (FLAG)","Washington Street"
"door-sstat-summer",,,"South Station - Summer St","42.351787","-71.054402","Boston","South Station - Summer St",
"30752",,,,"42.277973","-71.034979","Quincy","Newport Ave @ Heritage Dr","Newport Avenue Extension"
"33632",,"Cedar Terrace Street",,"42.263827","-71.043104","Milton","Squantum St @ Antwerp St","Squantum Street"
"4227",,"Frederickson Drive",,"42.14215","-71.040927","Randolph","625 S Main St opp Frederickson Dr","South Main Street"
"8469",,"Nickerson Road",,"42.496823","-71.274473","Bedford","Springs Rd @ Nickerson Rd","Springs Road"
"3608",,,,"42.247978","-70.927147","Hingham","Lincoln St opp Beal St","Lincoln Street"
"70015",,,"Back Bay - Orange Line - Oak Grove","42.34735","-71.075727","Boston","Back Bay",
"38496",,"Hunt Avenue",,"42.218375","-70.994582","Braintree","Middle St @ Hunt Ave","Middle Street"
"4664",,"South Liberty Street",,"42.544489","-70.919885","Danvers","Water St @ S Liberty St","Water Street"
"23403",,,,"42.24898","-71.022007","Quincy","270 Quarry St","Quarry Street"
"61861",,"Granite Street",,"42.199462","-71.197921","Norwood","Washington St @ Granite St","Washington Street"
"node-512-landing",,,"Harvard - Bottom of escalator from mezzanine to Harvard Square",,,"Cambridge","Harvard",
"node-397-landing",,,"Aquarium - Landing for escalator from lobby to State Street",,,"Boston","Aquarium",
"door-nqncy-newport",,,"North Quincy - Newport Ave Extension","42.276483","-71.031184","Quincy","North Quincy - Newport Ave Extension",
"1226",,"Ruggles Street",,"42.334793","-71.088549","Boston","Tremont St @ Ruggles St","Tremont Street"
"South Station",,,"South Station - Commuter Rail","42.351763","-71.054797","Boston","South Station",
"8577",,"Broadway",,"42.441396","-71.031087","Malden","Trueman Dr @ Broadway","Trueman Drive"
"436",,"Thetford Avenue",,"42.286419","-71.079551","Boston","Norfolk St @ Charles Rd","Norfolk Street"
"111801",,"Sherman Street",,"42.159019","-71.145006","Canton","Washington St - Lewis St to Canton Ctr sta (FLAG)","Washington Street"
"11613",,"Washington Street",,"42.267432","-71.149989","Boston","W Boundary Rd @ Washington St","West Boundary Road"
"node-knncl-sbsec-farepaid",,,"Kendall/MIT - Paid side of fare gates",,,"Cambridge","Kendall/MIT",
"49822",,"Pleasant Street",,"42.476845","-71.162502","Woburn","Lexington St opp Burlington St","Lexington Street"
"door-newtn-lake",,,"Newton Highlands - Lake Ave","42.322668","-71.205643","Newton","Newton Highlands - Lake Ave",
"927",,"Allston Street",,"42.353168","-71.134553","Boston","Brighton Ave @ Allston St","Brighton Avenue"
"7495",,"Carver Street",,"42.473051","-71.037127","Saugus","Main St @ Carver St","Main Street"
"9189",,"Melrose Terrace",,"42.479893","-71.06435","Wakefield","Main St @ Marion Ct","Main Street"
"6613",,"Castle Way",,"42.427895","-70.935039","Nahant","Opp 50 Castle Rd","Castle Road"
"8204",,"Columbus Street",,"42.321413","-71.208476","Newton","69 Lincoln St","Lincoln Street"
"6769",,"Beacon Hill Avenue",,"42.467748","-70.953577","Lynn","Washington St @ Hanover St","Washington Street"
"3065",,"Dorchester Avenue",,"42.297202","-71.060828","Boston","Gibson St @ Dorchester Ave","Gibson Street"
"84731",,"Brook Farm Road",,"42.289801","-71.172757","Boston","Baker St opp Gethsemane Cemetery","Baker Street"
"6372",,"Tileston Street",,"42.263591","-71.105151","Boston","River St @ Tileston St","River Street"
"50391",,"Frederick Avenue",,"42.409559","-71.114368","Medford","College Ave opp Frederick Ave","College Avenue"
"node-boyls-in-farepaid",,,"Boylston - Paid side of fare gates",,,"Boston","Boylston",
"5084",,"Glenwood Street",,"42.433837","-71.083041","Malden","Highland Ave @ Glenwood St","Highland Avenue"
"5275",,"Myrtle Street",,"42.416356","-71.084593","Medford","Fellsway @ Myrtle St","Fellsway"
"4777",,"Humphrey Street",,"42.476191","-70.892579","Swampscott","Salem St @ Humphrey St","Salem Street"
"37080",,"Broad Street",,"42.216374","-70.963666","Weymouth","Washington St @ Field Ave","Washington Street"
"7635",,"Church Street",,"42.355848","-71.190193","Newton","Washington St @ Church St","Washington Street"
"9190",,"Pitman Avenue",,"42.478473","-71.063162","Wakefield","Main St opp Pitman Ave","Main Street"
"2167",,"Harvard Street",,"42.372401","-71.115202","Cambridge","Quincy St @ Harvard St","Quincy Street"
"9780",,"Bigelow Street",,"42.350563","-71.16665","Boston","Washington St @ Oak Sq","Washington Street"
"3181",,"Mascoma Street",,"42.267577","-71.03124","Quincy","Wilson Ave @ Mascoma St","Wilson Avenue"
"49795",,,,"42.518926","-71.252597","Bedford","Bedford Woods Dr @ Bldg 174",
"door-forhl-upper",,,"Forest Hills - Washington St","42.300466","-71.114149","Boston","Forest Hills - Washington St",
"1295",,"Commonwealth Avenue Frontage Road Eastbound",,"42.343586","-71.142524","Boston","Washington St @ Commonwealth Ave","Washington Street"
"5013",,"Summit Street",,"42.399516","-71.118865","Somerville","College Ave @ Summit St","College Avenue"
"node-bbsta-olclarexit-bottom",,,"Back Bay - Bottom of Orange Line Clarendon Street exit stairs",,,"Boston","Back Bay",
"node-brntn-crramp-bottom",,,"Braintree - Bottom of Commuter Rail platform ramp",,,"Braintree","Braintree",
"8447",,"Simonds Road",,"42.466816","-71.242392","Lexington","Bedford St @ Simonds Rd","Bedford Street"
"5784",,"Veterans Of Foreign Wars Parkway",,"42.410007","-70.998887","Revere","Beach St @ VFW Pkwy","Beach Street"
"6629",,"Valley Road",,"42.424188","-70.921327","Nahant","Willow Rd @ Valley Rd","Willow Road"
"place-river","367 Grove St, Newton, MA 02466",,,"42.337059","-71.251742","Newton","Riverside",
"437",,"Welles Avenue",,"42.288092","-71.07108","Boston","Washington St @ Welles Ave","Washington Street"
"7291",,,,"42.485936","-70.960523","Lynn","Broadway @ Bacheller St","Broadway"
"door-dwnxg-summer",,,"Downtown Crossing - Washington St, Summer St","42.355519","-71.060327","Boston","Downtown Crossing - Washington St, Summer St",
"node-446-bl",,,"Government Center - Bottom of escalator to Green Line",,,"Boston","Government Center",
"8393",,"Amesbury Street",,"42.282123","-71.168998","Boston","Baker St @ Rumford Rd","Baker Street"
"Back Bay-02",,,"Back Bay - Commuter Rail - Track 2","42.347196","-71.075299","Boston","Back Bay",
"7511",,"Knowles Avenue",,"42.45552","-71.008719","Saugus","Central St @ Knowles Ave","Central Street"
"1402",,"Dana Street",,"42.374482","-71.107192","Cambridge","Cambridge St @ Dana St","Cambridge Street"
"3069",,"King Street",,"42.294329","-71.052328","Boston","Neponset Ave @ King St","Neponset Avenue"
"7276",,"Charles Street",,"42.562805","-70.94197","Danvers","Holten St @ opp Charles St","Holten Street"
"6272",,"Stevens Street",,"42.425642","-71.020263","Revere","Malden St @ Geneva St","Malden Street"
"111642",,"Kinsley Place",,"42.144333","-71.149085","Canton","Washington St from Cobbs Corner to High St (FLAG)","Washington Street"
"1558",,"Francis Street",,"42.337167","-71.109067","Boston","Brookline Ave @ Francis St","Brookline Avenue"
"3394",,"Beale Street",,"42.256303","-71.033739","Quincy","Adams St @ Stedman St","Adams Street"
"6504",,"Greenwood Avenue",,"42.265986","-71.121172","Boston","Hyde Park Ave @ Greenwood Ave","Hyde Park Avenue"
"26631",,"North Street",,"42.153476","-71.246968","Walpole","745 Main St","Main Street"
"3175",,"Holbrook Road",,"42.26763","-71.036737","Quincy","Harvard St @ Holbrook Rd","Harvard Street"
"11259",,"Shawmut Avenue",,"42.329483","-71.086203","Boston","Malcolm X Blvd @ Shawmut Ave","Malcolm X Blvd"
"7436",,"Overlea Avenue",,"42.451048","-70.993206","Saugus","Lincoln Ave opp Overlea Ave","Lincoln Avenue"
"9259",,"Bay State Road",,"42.52615","-71.086256","Reading","Salem St opp Governors Dr","Salem Street"
"node-514-landing",,,"Harvard - Top of escalator from lobby to Harvard Square mezzanine",,,"Cambridge","Harvard",
"9218",,"Leonard Street",,"42.434734","-71.067717","Malden","Main St @ Leonard St","Main Street"
"5529",,"Prentiss Street",,"42.430941","-71.032539","Malden","Eastern Ave @ Prentiss St","Eastern Avenue"
"76618",,"Short Street",,"42.154957","-71.221976","Walpole","Washington St @ Short St","Washington Street"
"3840",,,,"42.242184","-70.982654","Quincy","South St @ 1000 Southern Artery","South Street"
"3717",,"Audubon Avenue",,"42.228614","-70.970283","Braintree","Quincy Ave @ Audubon Ave","Quincy Avenue"
"2307",,"Waterhouse Street",,"42.37781","-71.120289","Cambridge","Massachusetts Ave @ Waterhouse St","Massachusetts Avenue"
"2082",,"Lakeview Avenue",,"42.380851","-71.140111","Cambridge","Huron Ave @ Lake View Ave","Huron Avenue"
"node-wondl-eplazacenter",,,"Wonderland - Revere Beach Plaza",,,"Revere","Wonderland",
"node-bbsta-olwstairs-lobby",,,"Back Bay - Top of Orange Line platform east stairs",,,"Boston","Back Bay",
"65547",,"Pamela Court",,"42.347531","-71.245414","Newton","Commonwealth Ave @ Pamela Ct","Commonwealth Avenue"
"1444",,"Elm Street",,"42.362711","-71.155659","Watertown","Arsenal St @ Elm St","Arsenal Street"
"7506",,"Summer Street",,"42.46467","-71.012313","Saugus","Main St opp Summer St","Main Street"
"5933",,"Woodland Avenue",,"42.469686","-71.073868","Melrose","Franklin St @ Woodland Ave","Franklin Street"
"70131",,,"Harvard Avenue - Green Line - (B) Boston College","42.350602","-71.130727","Boston","Harvard Avenue",
"5811",,"Winthrop Avenue",,"42.395795","-70.989199","Revere","Crescent Ave @ Winthrop Ave","Crescent Avenue"
"node-fldcr-charlesramp-lobby",,,"Fields Corner - Bottom of Charles Street ramp",,,"Boston","Fields Corner",
"node-405-lobby",,,"Aquarium - Bottom of escalator from Atlantic Avenue to lobby",,,"Boston","Aquarium",
"4252",,"South Street",,"42.161913","-71.04038","Randolph","Union St @ South St","Union Street"
"13618",,"School Street",,"42.24757","-71.173924","Dedham","Washington St @ School St","Washington Street"
"8868",,"Charles Street",,"42.486717","-71.151976","Woburn","Main St opp Charles St","Main Street"
"node-148-lobby",,,"Tufts Medical Center - Top of Escalator 148",,,"Boston","Tufts Medical Center",
"place-ER-0227","Bay Rd and Walnut Rd, Hamilton, MA 01982",,,"42.609212","-70.874801","Hamilton","Hamilton/Wenham",
"81443",,"Avery Street",,"42.298591","-71.235709","Needham","Hillside Ave @ Avery St","Hillside Avenue"
"door-rcmnl-tremont",,,"Roxbury Crossing - Tremont St","42.331415","-71.09548","Boston","Roxbury Crossing - Tremont St",
"2614",,,,"42.382","-71.098081","Somerville","Summer St @ Wesley Park","Summer Street"
"3603",,"William B Terry Drive",,"42.249172","-70.922316","Hingham","349 Lincoln St","Lincoln Street"
"5385",,"Bryant Street",,"42.423005","-71.050842","Malden","Newland St @ Bryant St","Newland Street"
"node-crtst-wtcexitstair-platform",,,"Courthouse - Bottom of stairs for exit-only gates from outbound platform",,,"Boston","Courthouse",
"node-harsq-yardstair-lobby",,,"Harvard - Bottom of stairs for Harvard Yard",,,"Cambridge","Harvard",
"12642",,"Tufts Street",,"42.411537","-71.143421","Arlington","Broadway @ Tufts St","Broadway"
"5291",,"Brooks Park",,"42.411884","-71.110644","Medford","Main St @ George St","Main Street"
"6370",,"Alpine Street",,"42.26421","-71.10083","Boston","River St @ Alpine St","River Street"
"3420",,"Phipps Street",,"42.24419","-71.002731","Quincy","School St @ Phipps St","School Street"
"8441",,"Revere Street",,"42.456409","-71.235553","Lexington","Bedford St @ Revere St","Bedford Street"
"4488",,,,"42.460493","-70.968141","Lynn","Western Ave @ Breed Square","Western Avenue"
"9101",,"Winford Way",,"42.43379","-71.131749","Medford","Winthrop St @ Winford Way","Winthrop Street"
"4065",,"Cochato Park",,"42.17176","-71.034854","Randolph","North St @ Cochato Pk","North Street"
"86929",,"Tavern Road",,"42.374243","-71.262416","Waltham","Stow St @ Tavern Rd","Stow Street"
"8193",,"Clyde Street",,"42.345743","-71.206153","Newton","Walnut St @ Clyde St","Walnut Street"
"7378",,"Dearborn Avenue",,"42.458926","-70.977175","Lynn","Summer St opp Dearborn Ave","Summer Street"
"4497",,"Ward Street",,"42.422285","-71.003972","Revere","Broadway @ Ward St","Broadway"
"50619",,"School Street",,"42.218686","-71.188179","Westwood","Washington St @ East St","Washington Street"
"2102",,"Beech Street",,"42.385457","-71.183865","Belmont","Trapelo Rd @ Beech St","Trapelo Road"
"61187",,"Williams Street",,"42.306577","-71.10745","Boston","Washington St @ Williams St","Washington Street"
"38501",,"Union Street",,"42.213271","-70.988499","Braintree","Middle St @ Union St","Middle Street"
"node-tumnl-tresbstairs-lobby",,,"Tufts Medical Center - Top of stairs for Forest Hills, Tremont Street",,,"Boston","Tufts Medical Center",
"9142",,"Mountain Street",,"42.51472","-71.160818","Woburn","Main St opp Mountain St","Main Street"
"5579",,"Oxford Street",,"42.414362","-71.028618","Revere","618 Park Ave","Park Avenue"
"4038",,"Armstrong Circle",,"42.195442","-71.027997","Braintree","531 Pond St","Pond Street"
"node-nqncy-sfarepaid",,,"North Quincy - Paid side of Squantum Street fare gates",,,"Quincy","North Quincy",
"4372",,"Fullers Lane",,"42.253002","-71.052346","Milton","Opp 80 Edge Hill Rd","Edgehill Road"
"node-800-street",,,"Oak Grove - Bottom of Banks Place, busway, parking elevator",,,"Malden","Oak Grove",
"2844",,"Main Street",,"42.383314","-71.071593","Boston","Bunker Hill St @ Main St","Bunker Hill Street"
"3024",,"Ferndale Road",,"42.269708","-71.019559","Quincy","Hancock St @ Chester St","Hancock Street"
"6953",,"Mount Pleasant Street",,"42.450057","-71.134396","Winchester","Main St @ Washington St","Main Street"
"node-astao-rev-fareunpaid",,,"Assembly - Unpaid side of fare gates",,,"Somerville","Assembly",
"5568",,"Cherry Street",,"42.409815","-71.045644","Everett","Ferry St @ Cherry St","Ferry Street"
"door-harsq-yard",,,"Harvard - Church St, Harvard Yard","42.374384","-71.118669","Cambridge","Harvard - Church St, Harvard Yard",
"86500",,"Franklin Hill Avenue",,"42.295767","-71.092219","Boston","American Legion Hwy @ Franklin Hill Ave","American Legion Highway"
"70057",,,"Revere Beach - Blue Line - Bowdoin","42.407843","-70.992533","Revere","Revere Beach",
"1397",,,,"42.341714","-71.07269","Boston","Opp 43 W Dedham St","West Dedham Street"
"9070135",,,"Packards Corner - Green Line Westbound Shuttle","42.351925","-71.124976","Boston","Packards Corner",
"Needham Heights",,,"Needham Heights - Commuter Rail","42.293444","-71.236027","Needham","Needham Heights",
"3731",,"Faxon Park Road",,"42.242141","-70.994245","Quincy","Quincy Ave opp Faxon Park Rd","Quincy Avenue"
"place-fenwd","Huntington Ave and Fenwood Rd, Boston, MA",,,"42.333706","-71.105728","Boston","Fenwood Road",
"place-GRB-0183","190 Summer St, Hingham, MA 02043",,,"42.244959","-70.869205","Hingham","Nantasket Junction",
"Plymouth",,,"Plymouth - Commuter Rail","41.981278","-70.690421","Plymouth","Plymouth",
"9241",,"Melrose Terrace",,"42.479788","-71.064113","Wakefield","Main St opp Marion Ct","Main Street"
"5387",,"Cross Street",,"42.425751","-71.054666","Malden","Bryant St @ Willow St","Bryant Street"
"47",,"West Fifth Street",,"42.334588","-71.04774","Boston","Dorchester St @ W 5th St","Dorchester Street"
"node-419-lobby",,,"South Station - Top of Escalator 419",,,"Boston","South Station",
"5442",,"Bryant Street",,"42.430976","-71.057927","Malden","Salem St @ Pierce St","Salem Street"
"door-grnst-main",,,"Green Street - Woolsey Sq, Green St, Amory St","42.310556","-71.107519","Boston","Green Street - Woolsey Sq, Green St, Amory St",
"66434",,"Harmon Street",,"42.270475","-71.101659","Boston","Cummins Hwy @ Harmon St","Cummins Highway"
"node-388-lobby",,,"South Station - Top of Escalator 388",,,"Boston","South Station",
"1186",,"Bragdon Street",,"42.317415","-71.096775","Boston","Washington St @ Bragdon St","Washington Street"
"168",,"Appleton Street",,"42.346699","-71.069114","Boston","Tremont St @ Appleton St","Tremont Street"
"78601",,"Chapel Road",,"42.385111","-71.207291","Waltham","271 Waverley Oaks Rd","Waverley Oaks Road"
"38492",,"Elm Lawn Road",,"42.226402","-70.992802","Braintree","Elm St opp Drinkwater Ave","Elm Street"
"node-wtcst-paidlobbycenter",,,"World Trade Center - Paid lobby center",,,"Boston","World Trade Center",
"node-rugg-bus2stairs-busway",,,"Ruggles - Bottom of Lower Busway Lane 2 stairs",,,"Boston","Ruggles",
"4876",,"Longwood Drive",,"42.47806","-70.907985","Swampscott","Paradise Rd @ Longwood Dr","Paradise Road"
"4705",,,,"42.453712","-70.961756","Lynn","621 Lynnway","Lynnway"
"3321",,"Wilgus Road",,"42.258773","-70.975882","Quincy","Palmer St opp Wilgus Rd","Palmer Street"
"door-mvbcl-square",,,"Maverick - Sumner St, Maverick Square","42.369193","-71.0395","Boston","Maverick - Sumner St, Maverick Square",
"35704",,"Stowers Street",,"42.416554","-71.002017","Revere","Revere St @ Stowers St","Revere Street"
"82140",,"Mark Lee Road",,"42.293848","-71.235334","Needham","Highland Ave @ Avery Sq","Highland Avenue"
"5861",,"Maverick Street",,"42.365634","-71.02887","Boston","Jeffries St @ Maverick St","Jeffries Street"
"5360",,"Winthrop Street",,"42.420885","-71.056916","Malden","Ferry St @ Harvard St","Ferry Street"
"7882",,"Hancock Street",,"42.493376","-71.278434","Bedford","Springs Rd @ Hancock St","Springs Road"
"534",,"Becket Street",,"42.281939","-71.065287","Boston","Dorchester Ave @ Van Winkle St","Dorchester Avenue"
"node-grnst-farepaid",,,"Green Street - Paid side of fare gates",,,"Boston","Green Street",
"8358",,,,"42.568233","-70.880596","Beverly","55 Tozer Rd","Tozer Road"
"8536",,"Roosevelt Road",,"42.314087","-71.195773","Newton","Parker St @ Parker Rd","Parker Street"
"5343",,"Centre Street",,"42.425151","-71.06525","Malden","Ferry St @ Centre St","Ferry Street"
"node-709-plaza",,,"Wonderland - Revere Beach Plaza level of Bowdoin-bound platform elevator",,,"Revere","Wonderland",
"8445",,"Ledgelawn Avenue",,"42.46286","-71.240218","Lexington","Bedford St @ Ledgelawn Ave","Bedford Street"
"1521",,,,"42.33851","-71.107918","Boston","Brookline Ave @ Longwood Ave","Brookline Avenue"
"473",,"Columbia Road",,"42.305298","-71.080324","Boston","Washington St @ Columbia Rd","Washington Street"
"node-aqucl-atlanticstairs-street",,,"Aquarium - Top of stairs for Atlantic Avenue",,,"Boston","Aquarium",
"2378",,"University Avenue",,"42.408761","-71.118124","Medford","Boston Ave @ Tufts Garage","Boston Avenue"
"Alewife-02",,,"Alewife - Red Line - Track 2","42.395428","-71.142483","Cambridge","Alewife",
"376",,"Kerwin Street",,"42.293345","-71.082526","Boston","Talbot Ave @ Kerwin St","Talbot Avenue"
"4053",,,,"42.171733","-71.034987","Randolph","North St opp Cochato Pk","North Street"
